,workerid,proliferate.condition,accuracy,internal_node_id,question_order,response,rt,stimulus,time_elapsed,trial_index,trial_type,error,local,casual,educated,friendly,dependable,traditional,condition,clip,likert_young,likert_proper,likert_culture,likert_identity
1807,69,All,,0.0-4.0-53.0,"[0, 1, 2, 3, 4, 5]","{'local': 5, 'casual': 3, 'educated': 3, 'friendly': 5, 'dependable': 5, 'traditional': 2}",30745.0,audio/NL/NL_03_N.mp3,4021846,57,survey-likert,,5.0,3.0,3.0,5.0,5.0,2.0,proper,NL_03,3.0,4.0,5.0,5.0
1809,69,All,,0.0-4.0-55.0,"[0, 1, 2, 3, 4, 5]","{'local': 5, 'casual': 5, 'educated': 3, 'friendly': 4, 'dependable': 4, 'traditional': 3}",9011.0,audio/NGG/NGG_06_NG.mp3,4032197,59,survey-likert,,5.0,5.0,3.0,4.0,4.0,3.0,proper,NGG_06,3.0,4.0,5.0,5.0
1811,69,All,,0.0-4.0-57.0,"[0, 1, 2, 3, 4, 5]","{'local': 3, 'casual': 2, 'educated': 4, 'friendly': 4, 'dependable': 5, 'traditional': 4}",9003.0,audio/NL/NL_09_N.mp3,4042429,61,survey-likert,,3.0,2.0,4.0,4.0,5.0,4.0,proper,NL_09,3.0,4.0,5.0,5.0
1813,69,All,,0.0-4.0-59.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 5, 'educated': 2, 'friendly': 3, 'dependable': 3, 'traditional': 2}",10003.0,audio/NL/NL_02_L.mp3,4053350,63,survey-likert,,4.0,5.0,2.0,3.0,3.0,2.0,lazy,NL_02,3.0,4.0,5.0,5.0
1825,88,All,,0.0-4.0-1.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 4, 'educated': 3, 'friendly': 1, 'dependable': 1, 'traditional': 1}",23060.0,audio/NGN/NGN_03_N.mp3,109576,5,survey-likert,,4.0,4.0,3.0,1.0,1.0,1.0,lazy,NGN_03,5.0,0.0,5.0,5.0
1827,88,All,,0.0-4.0-3.0,"[0, 1, 2, 3, 4, 5]","{'local': 0, 'casual': 5, 'educated': 0, 'friendly': 2, 'dependable': 1, 'traditional': 5}",13196.0,audio/NGN/NGN_04_N.mp3,124584,7,survey-likert,,0.0,5.0,0.0,2.0,1.0,5.0,lazy,NGN_04,5.0,0.0,5.0,5.0
1829,88,All,,0.0-4.0-5.0,"[0, 1, 2, 3, 4, 5]","{'local': 0, 'casual': 2, 'educated': 2, 'friendly': 2, 'dependable': 2, 'traditional': 4}",23747.0,audio/NGN/NGN_05_NG.mp3,150301,9,survey-likert,,0.0,2.0,2.0,2.0,2.0,4.0,proper,NGN_05,5.0,0.0,5.0,5.0
1833,88,All,,0.0-4.0-9.0,"[0, 1, 2, 3, 4, 5]","{'local': 5, 'casual': 0, 'educated': 5, 'friendly': 1, 'dependable': 4, 'traditional': 3}",20762.0,audio/NL/NL_06_N.mp3,182553,13,survey-likert,,5.0,0.0,5.0,1.0,4.0,3.0,proper,NL_06,5.0,0.0,5.0,5.0
1835,88,All,,0.0-4.0-11.0,"[0, 1, 2, 3, 4, 5]","{'local': 5, 'casual': 0, 'educated': 4, 'friendly': 3, 'dependable': 4, 'traditional': 1}",16710.0,audio/NGN/NGN_07_N.mp3,201151,15,survey-likert,,5.0,0.0,4.0,3.0,4.0,1.0,lazy,NGN_07,5.0,0.0,5.0,5.0
1837,88,All,,0.0-4.0-13.0,"[0, 1, 2, 3, 4, 5]","{'local': 5, 'casual': 5, 'educated': 4, 'friendly': 5, 'dependable': 4, 'traditional': 0}",14936.0,audio/NGN/NGN_09_NG.mp3,217783,17,survey-likert,,5.0,5.0,4.0,5.0,4.0,0.0,proper,NGN_09,5.0,0.0,5.0,5.0
1841,88,All,,0.0-4.0-17.0,"[0, 1, 2, 3, 4, 5]","{'local': 3, 'casual': 5, 'educated': 3, 'friendly': 4, 'dependable': 1, 'traditional': 1}",16137.0,audio/NGG/NGG_02_G.mp3,246168,21,survey-likert,,3.0,5.0,3.0,4.0,1.0,1.0,lazy,NGG_02,5.0,0.0,5.0,5.0
1843,88,All,,0.0-4.0-19.0,"[0, 1, 2, 3, 4, 5]","{'local': 5, 'casual': 5, 'educated': 3, 'friendly': 5, 'dependable': 1, 'traditional': 1}",14785.0,audio/NL/NL_10_L.mp3,262383,23,survey-likert,,5.0,5.0,3.0,5.0,1.0,1.0,lazy,NL_10,5.0,0.0,5.0,5.0
